model_id,asteroid_id,lambda,beta,period,number,name,designation,reference_id,bibcode,a,b,c,R,R2
598,385,275.0,-76.0,3.741165,390.0,Alma,,148,2013a&a...551a..67h,1.380333,0.993468,0.712426,0.616618,0.6166181723673522
599,385,53.0,-50.0,3.741167,390.0,Alma,,148,2013a&a...551a..67h,1.396662,0.977419,0.717275,0.623705,0.6237048722272566
600,386,230.0,33.0,12.26999,403.0,Cyane,,148,2013a&a...551a..67h,1.43735,0.879756,0.76471,0.700628,0.7006286699426131
601,386,65.0,35.0,12.27,403.0,Cyane,,148,2013a&a...551a..67h,1.388996,0.886106,0.77929,0.72025,0.7202500673326632
602,387,78.0,-84.0,16.7073,531.0,Zerlina,,148,2013a&a...551a..67h,1.425408,0.843469,0.810774,0.76502,0.7650194073634545
603,388,81.0,45.0,6.82042,2957.0,Tatsuo,,148,2013a&a...551a..67h,1.431836,0.97556,0.698353,0.60179,0.6017904334395907
604,388,248.0,32.0,6.82038,2957.0,Tatsuo,,148,2013a&a...551a..67h,1.398844,0.945187,0.733023,0.649776,0.6497763987848242
605,389,66.0,34.0,64.255,1634.0,Ndola,,148,2013a&a...551a..67h,1.341298,0.925666,0.784395,0.716093,0.71609370373502
606,389,261.0,45.0,64.255,1634.0,Ndola,,148,2013a&a...551a..67h,1.348307,0.952574,0.771969,0.691475,0.6914750431969727
607,390,331.0,61.0,3.04071,2112.0,Ulyanov,,148,2013a&a...551a..67h,1.278794,0.919317,0.845175,0.790133,0.7901333358420188
608,390,151.0,61.0,3.04071,2112.0,Ulyanov,,148,2013a&a...551a..67h,1.336404,0.998546,0.73296,0.641242,0.6412420897047351
609,391,38.0,34.0,8.20756,857.0,Glasenappia,,148,2013a&a...551a..67h,1.876684,0.811613,0.647609,0.571505,0.5715049302083488
610,391,227.0,48.0,8.20757,857.0,Glasenappia,,148,2013a&a...551a..67h,1.931139,0.813392,0.635934,0.555568,0.5555674059736873
611,392,44.0,75.0,3.648002,1126.0,Otero,,148,2013a&a...551a..67h,1.587698,0.934088,0.67587,0.574627,0.5746265826238419
612,392,240.0,56.0,3.648004,1126.0,Otero,,148,2013a&a...551a..67h,1.467746,0.843144,0.791414,0.738925,0.7389249772304277
613,393,320.0,-70.0,3.743112,725.0,Amanda,,148,2013a&a...551a..67h,1.334624,1.003016,0.71709,0.626116,0.6261155779505286
614,393,145.0,-63.0,3.743112,725.0,Amanda,,148,2013a&a...551a..67h,1.354178,0.950421,0.751962,0.673239,0.6732393470234525
615,394,333.0,59.0,10.71842,543.0,Charlotte,,148,2013a&a...551a..67h,1.246967,1.004857,0.789735,0.709621,0.7096212481542445
616,394,172.0,49.0,10.71844,543.0,Charlotte,,148,2013a&a...551a..67h,1.234063,1.014154,0.78352,0.703748,0.7037478468750743
617,395,106.0,9.0,17.96474,519.0,Sylvania,,148,2013a&a...551a..67h,1.262379,0.911905,0.851003,0.803671,0.8036704629641209
618,395,286.0,-13.0,17.96472,519.0,Sylvania,,148,2013a&a...551a..67h,1.265663,0.915549,0.843208,0.793602,0.7936023114206499
619,396,173.0,-3.0,4.714799,166.0,Rhodope,,148,2013a&a...551a..67h,1.25618,0.979259,0.817819,0.743088,0.7430885639665104
620,396,345.0,-22.0,4.714793,166.0,Rhodope,,148,2013a&a...551a..67h,1.277494,0.974554,0.793878,0.71802,0.7180201574176245
621,397,284.0,-15.0,4.545177,242.0,Kriemhild,,148,2013a&a...551a..67h,1.183266,1.036797,0.797432,0.721528,0.7215274281757103
622,397,100.0,-40.0,4.545174,242.0,Kriemhild,,148,2013a&a...551a..67h,1.155249,1.034232,0.812588,0.74454,0.7445399698102083
623,398,283.0,44.0,8.34757,16009.0,,1999 CM8,148,2013a&a...551a..67h,1.468633,1.199679,0.583037,0.441493,0.44149357805081463
624,399,172.0,-76.0,3.293677,2384.0,Schulhof,,148,2013a&a...551a..67h,1.27764,0.909595,0.836467,0.78715,0.7871503604697783
624,399,172.0,-76.0,3.293677,2384.0,Schulhof,,160,2016aj....151...56v,1.27764,0.909595,0.836467,0.78715,0.7871503604697783
625,399,63.0,-56.0,3.293677,2384.0,Schulhof,,148,2013a&a...551a..67h,1.302286,0.899834,0.827956,0.777946,0.7779460368806247
625,399,63.0,-56.0,3.293677,2384.0,Schulhof,,160,2016aj....151...56v,1.302286,0.899834,0.827956,0.777946,0.7779460368806247
626,400,94.0,33.0,4.304353,1559.0,Kustaanheimo,,148,2013a&a...551a..67h,1.320148,0.943206,0.795319,0.722828,0.7228275056814865
627,400,275.0,29.0,4.304351,1559.0,Kustaanheimo,,148,2013a&a...551a..67h,1.316831,0.961959,0.775299,0.69736,0.6973598330948448
628,401,252.0,51.0,15.0276,1056.0,Azalea,,148,2013a&a...551a..67h,1.372762,0.870163,0.828838,0.778141,0.7781414474994178
629,401,64.0,41.0,15.0276,1056.0,Azalea,,148,2013a&a...551a..67h,1.384509,0.879453,0.819529,0.761895,0.7618948634667362
630,402,32.0,74.0,18.2183,1249.0,Rutherfordia,,148,2013a&a...551a..67h,1.445167,0.908844,0.763398,0.684104,0.6841039997528956
631,402,197.0,65.0,18.2183,1249.0,Rutherfordia,,148,2013a&a...551a..67h,1.3807,0.988764,0.730696,0.634111,0.6341104033286222
632,403,37.0,-74.0,13.80556,290.0,Bruna,,148,2013a&a...551a..67h,1.168421,1.001875,0.852961,0.790688,0.7906881953770345
633,403,286.0,-80.0,13.80554,290.0,Bruna,,148,2013a&a...551a..67h,1.275411,0.927516,0.848592,0.790128,0.7901280412658319
634,404,53.0,41.0,5.07479,803.0,Picka,,148,2013a&a...551a..67h,1.305195,0.929082,0.81982,0.755259,0.7552592980527659
635,404,218.0,34.0,5.07478,803.0,Picka,,148,2013a&a...551a..67h,1.316974,0.930538,0.816837,0.749025,0.749024651370251
636,405,16.0,46.0,68.821,10772.0,,1990 YM,148,2013a&a...551a..67h,1.720722,0.897948,0.631657,0.535267,0.5352666578777756
637,406,293.0,-90.0,3.854798,272.0,Antonia,,148,2013a&a...551a..67h,1.414121,1.041727,0.663935,0.553422,0.5534221778527488
638,407,90.0,40.0,3.31391,1704.0,Wachmann,,148,2013a&a...551a..67h,1.442363,0.886623,0.822405,0.748874,0.7488745263566811
639,407,267.0,41.0,3.31391,1704.0,Wachmann,,148,2013a&a...551a..67h,1.44265,0.889538,0.817127,0.742502,0.7425020144524852
640,408,227.0,-64.0,4.96286,5960.0,Wakkanai,,148,2013a&a...551a..67h,1.721116,0.886627,0.662954,0.566457,0.5664571897978322
641,408,70.0,-60.0,4.96287,5960.0,Wakkanai,,148,2013a&a...551a..67h,1.747189,0.944827,0.609146,0.49668,0.4966802094568934
642,409,142.0,2.0,6.65163,1490.0,Limpopo,,148,2013a&a...551a..67h,1.437532,0.939452,0.779342,0.685855,0.6858548721199705
643,409,319.0,22.0,6.65164,1490.0,Limpopo,,148,2013a&a...551a..67h,1.326804,0.971444,0.803625,0.716467,0.7164663395888159
644,410,192.0,47.0,3.269339,1785.0,Wurm,,148,2013a&a...551a..67h,1.184377,0.93122,0.890981,0.854534,0.854533572747045
645,410,11.0,57.0,3.269339,1785.0,Wurm,,148,2013a&a...551a..67h,1.189813,0.94715,0.8801,0.834453,0.8344523742770971
648,412,334.0,47.0,66.698,819.0,Barnardiana,,148,2013a&a...551a..67h,1.602807,0.980766,0.634161,0.521127,0.5211270772584351
649,412,169.0,46.0,66.698,819.0,Barnardiana,,148,2013a&a...551a..67h,1.668868,0.998312,0.601828,0.481733,0.48173304791603516
650,413,121.0,40.0,32.485,1630.0,Milet,,148,2013a&a...551a..67h,1.431791,0.896776,0.806855,0.731628,0.7316285295772372
651,413,304.0,34.0,32.485,1630.0,Milet,,148,2013a&a...551a..67h,1.41366,0.898306,0.787937,0.717255,0.7172551443960131
652,414,2.0,-36.0,14.30066,874.0,Rotraut,,148,2013a&a...551a..67h,1.233663,0.918329,0.86948,0.825801,0.825801019714226
653,414,201.0,-41.0,14.30065,874.0,Rotraut,,148,2013a&a...551a..67h,1.238876,0.935719,0.857793,0.804558,0.8045584484662361
654,415,25.0,42.0,4.80764,1130.0,Skuld,,148,2013a&a...551a..67h,1.333245,0.902316,0.816708,0.758848,0.7588478650309588
655,415,200.0,36.0,4.80764,1130.0,Skuld,,148,2013a&a...551a..67h,1.311463,0.89907,0.836137,0.783782,0.7837813043555184
656,416,355.0,-39.0,5.33131,1495.0,Helsinki,,148,2013a&a...551a..67h,1.443683,0.873762,0.788346,0.724155,0.7241546316922228
657,417,225.0,54.0,9.84425,1432.0,Ethiopia,,148,2013a&a...551a..67h,1.374987,0.982993,0.73313,0.639503,0.6395022776663899
658,417,41.0,44.0,9.84425,1432.0,Ethiopia,,148,2013a&a...551a..67h,1.465212,1.039674,0.65554,0.538964,0.5389637007258814
659,418,266.0,69.0,6.13867,5647.0,,1990 TZ,148,2013a&a...551a..67h,1.54055,1.004156,0.638323,0.525015,0.5250142913073487
660,419,339.0,62.0,10.06448,578.0,Happelia,,148,2013a&a...551a..67h,0.161041,0.146754,0.098376,0.640609,0.6406108925661446
661,420,84.0,-81.0,9.2511,5281.0,Lindstrom,,148,2013a&a...551a..67h,1.611081,0.898354,0.701057,0.607763,0.6077632049297118
662,420,238.0,-72.0,9.2511,5281.0,Lindstrom,,148,2013a&a...551a..67h,1.711784,0.874506,0.64895,0.560591,0.5605917542839414
663,421,239.0,76.0,11.773,2617.0,Jiangxi,,148,2013a&a...551a..67h,1.556239,1.000207,0.631528,0.518601,0.5186006467950891
664,421,359.0,56.0,11.773,2617.0,Jiangxi,,148,2013a&a...551a..67h,1.623642,1.041077,0.606793,0.478288,0.478287307554039
665,422,128.0,-49.0,4.349711,281.0,Lucretia,,148,2013a&a...551a..67h,1.125118,1.000961,0.865378,0.816846,0.8168456921881663
666,422,309.0,-61.0,4.349711,281.0,Lucretia,,148,2013a&a...551a..67h,1.114446,1.041706,0.842031,0.78194,0.78193969979808
667,423,93.0,49.0,10.73965,371.0,Bohemia,,148,2013a&a...551a..67h,1.135046,1.089741,0.816655,0.734447,0.7344467517859214
668,423,256.0,43.0,10.73965,371.0,Bohemia,,148,2013a&a...551a..67h,1.128579,1.101609,0.80845,0.725112,0.7251121865029089
669,424,85.0,20.0,11.76897,183.0,Istria,,148,2013a&a...551a..67h,1.239481,0.953456,0.833619,0.773434,0.7734339546577558
670,425,95.0,-24.0,11.08867,1715.0,Salli,,148,2013a&a...551a..67h,1.234123,0.926737,0.850764,0.803694,0.8036941188164608
671,425,254.0,-48.0,11.08867,1715.0,Salli,,148,2013a&a...551a..67h,1.237091,0.937899,0.836573,0.784103,0.7841035001750648
672,426,55.0,-42.0,5.87017,1719.0,Jens,,148,2013a&a...551a..67h,1.266577,0.891727,0.855645,0.817547,0.8175469881673483
673,426,286.0,-88.0,5.87016,1719.0,Jens,,148,2013a&a...551a..67h,1.38913,0.983768,0.717713,0.623109,0.6231094031019463
674,427,9.0,28.0,16.4461,1089.0,Tama,,148,2013a&a...551a..67h,1.589663,0.982997,0.651959,0.53668,0.5366800171577587
675,427,193.0,32.0,16.4461,1089.0,Tama,,148,2013a&a...551a..67h,1.560099,0.985876,0.64986,0.53786,0.5378603034497136
676,428,183.0,-75.0,23.0447,1389.0,Onnie,,148,2013a&a...551a..67h,1.394575,0.959488,0.785601,0.691048,0.6910487571808162
677,428,360.0,-79.0,23.0447,1389.0,Onnie,,148,2013a&a...551a..67h,1.45349,1.030482,0.718396,0.595701,0.5957007510114283
678,429,153.0,78.0,4.007347,1111.0,Reinmuthia,,148,2013a&a...551a..67h,1.735228,0.894639,0.633731,0.53679,0.5367899402976161
679,429,356.0,68.0,4.007347,1111.0,Reinmuthia,,148,2013a&a...551a..67h,1.691237,0.804656,0.736502,0.675391,0.6753908498568603
680,430,121.0,-68.0,2.89103,8359.0,,1989 WD,148,2013a&a...551a..67h,1.803413,1.207812,0.451231,0.311902,0.3119016010212562
681,430,274.0,-68.0,2.891026,8359.0,,1989 WD,148,2013a&a...551a..67h,1.564013,0.949675,0.688414,0.582527,0.5825265257151723
682,431,97.0,-78.0,6.67412,5625.0,Jamesferguson,,148,2013a&a...551a..67h,2.336687,0.675733,0.624676,0.595888,0.5958880503196463
683,431,265.0,-52.0,6.67411,5625.0,Jamesferguson,,148,2013a&a...551a..67h,2.281905,0.717612,0.606522,0.555495,0.5554956188106602
684,432,65.0,68.0,6.71992,57394.0,,2001 RD84,148,2013a&a...551a..67h,1.594656,0.853695,0.782454,0.703611,0.7036112090649176
685,432,241.0,59.0,6.71991,57394.0,,2001 RD84,148,2013a&a...551a..67h,1.594697,0.833898,0.797561,0.728279,0.7282791902443165
686,433,109.0,-53.0,11.69033,265.0,Anna,,148,2013a&a...551a..67h,1.520503,0.933696,0.695112,0.600816,0.6008164093399398
687,434,79.0,9.0,12.32138,178.0,Belisana,,148,2013a&a...551a..67h,1.139395,0.979842,0.894359,0.84885,0.8488501960960402
688,434,260.0,20.0,12.32142,178.0,Belisana,,148,2013a&a...551a..67h,1.152222,0.987774,0.870751,0.818621,0.8186215894141098
689,435,193.0,-48.0,7.2753,8132.0,Vitginzburg,,148,2013a&a...551a..67h,1.546779,0.927291,0.710244,0.612555,0.6125552257329421
690,435,33.0,-66.0,7.27529,8132.0,Vitginzburg,,148,2013a&a...551a..67h,1.567497,0.855061,0.754073,0.681481,0.6814810158683657
691,436,277.0,54.0,4.06175,2991.0,Bilbo,,148,2013a&a...551a..67h,1.417992,0.931944,0.761498,0.677067,0.6770663166168279
692,436,90.0,51.0,4.06173,2991.0,Bilbo,,148,2013a&a...551a..67h,1.315461,0.90983,0.871563,0.810247,0.8102468870894199
693,437,30.0,44.0,5.99264,2002.0,Euler,,148,2013a&a...551a..67h,1.500027,0.926572,0.710244,0.620008,0.6200080720913769
694,437,188.0,47.0,5.99265,2002.0,Euler,,148,2013a&a...551a..67h,1.530536,0.88293,0.732825,0.654398,0.6543975179384718
695,438,71.0,27.0,5.94642,2510.0,Shandong,,148,2013a&a...551a..67h,1.399795,0.963437,0.735122,0.644092,0.644092176766302
696,438,256.0,27.0,5.94639,2510.0,Shandong,,148,2013a&a...551a..67h,1.36243,0.948491,0.750932,0.671442,0.6714416893406169
697,439,347.0,10.0,9.935397,25.0,Phocaea,,148,2013a&a...551a..67h,1.185811,0.990932,0.834544,0.772978,0.772977890618046
698,440,93.0,-66.0,6.32154,1528.0,Conrada,,148,2013a&a...551a..67h,1.457869,1.016074,0.689857,0.57607,0.576069562525769
699,440,250.0,-51.0,6.32154,1528.0,Conrada,,148,2013a&a...551a..67h,1.416445,1.011081,0.694486,0.588588,0.5885884353111879
700,441,66.0,-70.0,3.451035,19848.0,Yeungchuchiu,,148,2013a&a...551a..67h,1.464028,0.891463,0.802676,0.724334,0.7243342578318182
701,441,190.0,-67.0,3.451038,19848.0,Yeungchuchiu,,148,2013a&a...551a..67h,1.521284,0.930819,0.739365,0.640166,0.640165203149301
702,442,5.0,-53.0,15.7097,257.0,Silesia,,148,2013a&a...551a..67h,1.325108,0.99222,0.743991,0.655641,0.655640756571317
703,442,176.0,-46.0,15.7097,257.0,Silesia,,148,2013a&a...551a..67h,1.310137,0.991161,0.756847,0.670641,0.6706409079676031
704,443,197.0,-50.0,3.756356,4611.0,Vulkaneifel,,148,2013a&a...551a..67h,1.639238,1.02173,0.605911,0.481327,0.481327122679733
705,443,5.0,-86.0,3.756354,4611.0,Vulkaneifel,,148,2013a&a...551a..67h,1.508185,1.013918,0.661408,0.545437,0.5454372778445018
706,444,219.0,7.0,18.1655,1963.0,Bezovec,,148,2013a&a...551a..67h,1.365849,0.92544,0.813649,0.737456,0.7374558303730642
707,445,205.0,-82.0,8.04945,1572.0,Posnania,,148,2013a&a...551a..67h,1.10208,0.991924,0.883788,0.846456,0.84645542411403
708,445,85.0,-63.0,8.04945,1572.0,Posnania,,148,2013a&a...551a..67h,1.202455,0.974182,0.820353,0.762163,0.7621629776240089
709,446,307.0,51.0,6.57935,4507.0,Petercollins,,148,2013a&a...551a..67h,1.7524,0.816498,0.723748,0.649704,0.6497044954995608
710,446,137.0,50.0,6.57932,4507.0,Petercollins,,148,2013a&a...551a..67h,1.563194,0.872213,0.75523,0.674505,0.674505278385327
711,447,183.0,-50.0,5.94819,994.0,Otthild,,148,2013a&a...551a..67h,1.153742,1.086226,0.809412,0.723357,0.7233567869732042
712,447,40.0,-39.0,5.94819,994.0,Otthild,,148,2013a&a...551a..67h,1.118653,1.068573,0.831584,0.7608,0.7607994688052934
4387,318,286.0,-20.0,8.18438,16847.0,Sanpoloamosciano,,185,2019mpbu...46..196f,1.387767,0.963206,0.76523,0.672936,0.6729362104971647
720,449,161.0,-15.0,12.83612,38.0,Leda,,152,2013mpbu...40..229f,1.065593,0.969875,0.939376,0.925052,0.9250530085613128
721,449,345.0,-4.0,12.83613,38.0,Leda,,152,2013mpbu...40..229f,1.078456,0.976617,0.921089,0.898612,0.8986118530426179
724,451,177.0,-68.0,129.75,2430.0,Bruce Helin,,153,2013a&a...559a.134h,1.373548,0.930118,0.77603,0.699659,0.6996585369861769
725,452,215.0,-51.0,43.2192,1618.0,Dawn,,153,2013a&a...559a.134h,1.589035,0.917172,0.708106,0.608837,0.608836900562866
726,452,39.0,-60.0,43.2192,1618.0,Dawn,,153,2013a&a...559a.134h,1.594173,0.901949,0.727622,0.631574,0.6315739421243293
727,453,27.0,-61.0,9.95861,1503.0,Kuopio,,153,2013a&a...559a.134h,1.65587,0.952533,0.676711,0.559554,0.5595535597294091
728,453,170.0,-86.0,9.95862,1503.0,Kuopio,,153,2013a&a...559a.134h,1.39876,0.927558,0.780419,0.699653,0.6996529017533468
729,454,272.0,-65.0,8.10428,3279.0,Solon,,153,2013a&a...559a.134h,2.045991,0.870975,0.574346,0.470073,0.47007327796211096
730,455,44.0,59.0,4.97347,4606.0,Saheki,,153,2013a&a...559a.134h,1.446161,0.892949,0.762917,0.690962,0.6909627605823531
731,455,222.0,68.0,4.97347,4606.0,Saheki,,153,2013a&a...559a.134h,1.510791,0.997827,0.652248,0.542697,0.5426972917352576
732,456,46.0,-77.0,4.325266,1378.0,Leonce,,153,2013a&a...559a.134h,1.472825,1.05918,0.651665,0.528857,0.5288567364086901
733,456,210.0,-67.0,4.325268,1378.0,Leonce,,153,2013a&a...559a.134h,1.324204,0.942673,0.805407,0.731303,0.7313030701020543
734,457,204.0,69.0,6.33768,1835.0,Gajdariya,,153,2013a&a...559a.134h,1.537959,0.933615,0.704691,0.606499,0.6064985523670147
735,457,34.0,74.0,6.33768,1835.0,Gajdariya,,153,2013a&a...559a.134h,1.587559,0.993782,0.646026,0.528499,0.52849925584573
736,458,356.0,-58.0,9.4595,1987.0,Kaplan,,153,2013a&a...559a.134h,1.233557,0.959863,0.837668,0.775882,0.775881247383001
737,459,266.0,-48.0,2.830302,4399.0,Ashizuri,,153,2013a&a...559a.134h,1.38027,0.947951,0.774293,0.688889,0.6888895577502616
738,459,45.0,-61.0,2.830304,4399.0,Ashizuri,,153,2013a&a...559a.134h,1.403498,0.983681,0.729635,0.630804,0.6308041867568062
739,460,223.0,58.0,10.26844,1691.0,Oort,,153,2013a&a...559a.134h,1.3762,0.947684,0.779988,0.694908,0.6949079328251008
740,460,45.0,68.0,10.26842,1691.0,Oort,,153,2013a&a...559a.134h,1.484406,0.987789,0.696275,0.586971,0.5869709978640325
741,461,127.0,62.0,9.34779,540.0,Rosamunde,,153,2013a&a...559a.134h,1.396532,0.935526,0.753338,0.672345,0.6723454545487731
742,461,301.0,81.0,9.34779,540.0,Rosamunde,,153,2013a&a...559a.134h,1.493901,1.003978,0.654078,0.544659,0.5446593064910679
743,462,78.0,-82.0,12.31269,1423.0,Jose,,153,2013a&a...559a.134h,1.745502,1.115126,0.517154,0.38002,0.3800204650645052
744,463,116.0,81.0,6.59064,1633.0,Chimay,,153,2013a&a...559a.134h,1.663193,1.233359,0.482034,0.340327,0.34032734850360397
745,463,322.0,77.0,6.59064,1633.0,Chimay,,153,2013a&a...559a.134h,1.524398,1.133227,0.574628,0.442013,0.4420131656256174
746,464,246.0,77.0,3.491186,6403.0,Steverin,,153,2013a&a...559a.134h,1.342137,1.050285,0.71443,0.606266,0.6062663479909559
747,464,109.0,73.0,3.491177,6403.0,Steverin,,153,2013a&a...559a.134h,1.460786,1.093336,0.647712,0.517909,0.5179088582514708
748,465,93.0,76.0,8.02054,6262.0,Javid,,153,2013a&a...559a.134h,1.28107,0.899189,0.868777,0.822171,0.8221717697343474
749,466,202.0,-16.0,46.57,3492.0,Petra-Pepi,,153,2013a&a...559a.134h,1.582099,0.860874,0.78047,0.699957,0.6999574463815479
750,466,9.0,-57.0,46.57,3492.0,Petra-Pepi,,153,2013a&a...559a.134h,1.640176,0.929641,0.694685,0.585402,0.5854022692808699
751,467,67.0,59.0,9.15753,364.0,Isara,,153,2013a&a...559a.134h,1.231035,0.994953,0.803683,0.730305,0.7303056129569295
752,467,283.0,44.0,9.15751,364.0,Isara,,153,2013a&a...559a.134h,1.15456,0.969361,0.893895,0.848189,0.8481893620815396
753,468,65.0,-73.0,11.77457,621.0,Werdandi,,153,2013a&a...559a.134h,1.52321,0.97277,0.697855,0.587769,0.5877685563650665
754,468,244.0,-78.0,11.77457,621.0,Werdandi,,153,2013a&a...559a.134h,1.50189,0.962348,0.712901,0.607731,0.6077313006699703
755,469,46.0,-76.0,107.045,1703.0,Barry,,153,2013a&a...559a.134h,1.251811,0.90818,0.862364,0.819223,0.8192224912927748
756,469,221.0,-71.0,107.048,1703.0,Barry,,153,2013a&a...559a.134h,1.278229,0.961785,0.843104,0.768096,0.7680955000856184
757,470,62.0,67.0,10.65893,6159.0,Andreseloy,,153,2013a&a...559a.134h,1.640763,0.973378,0.629504,0.515193,0.515193205543882
758,470,266.0,67.0,10.65895,6159.0,Andreseloy,,153,2013a&a...559a.134h,1.666552,1.059884,0.556353,0.429377,0.42937676626351556
759,471,359.0,64.0,12.60244,553.0,Kundry,,153,2013a&a...559a.134h,1.367863,0.983775,0.735665,0.64281,0.6428093482417574
760,471,197.0,73.0,12.60247,553.0,Kundry,,153,2013a&a...559a.134h,1.384332,0.940673,0.754353,0.673425,0.6734255358965674
761,472,35.0,-69.0,7.467,1464.0,Armisticia,,153,2013a&a...559a.134h,1.356114,0.91638,0.772297,0.706131,0.7061310289593025
762,472,194.0,-54.0,7.46699,1464.0,Armisticia,,153,2013a&a...559a.134h,1.450001,1.001906,0.672967,0.567901,0.5679008086802227
763,473,235.0,80.0,8.45181,7043.0,Godart,,153,2013a&a...559a.134h,1.55994,1.066097,0.607228,0.479422,0.479422065591828
764,473,73.0,62.0,8.45178,7043.0,Godart,,153,2013a&a...559a.134h,1.462679,1.029766,0.666212,0.551215,0.5512142854131179
765,474,64.0,60.0,8.63043,1286.0,Banachiewicza,,153,2013a&a...559a.134h,1.472147,1.118836,0.633841,0.498537,0.49853687349065273
766,474,214.0,62.0,8.63043,1286.0,Banachiewicza,,153,2013a&a...559a.134h,1.411633,1.033974,0.694201,0.581581,0.5815813716809295
767,475,274.0,80.0,14.0591,1527.0,Malmquista,,153,2013a&a...559a.134h,1.815673,1.351325,0.438389,0.28293,0.28293064843623006
768,476,288.0,63.0,9.65855,1446.0,Sillanpaa,,153,2013a&a...559a.134h,1.466416,0.936205,0.735068,0.643213,0.6432127478011803
769,476,129.0,76.0,9.65855,1446.0,Sillanpaa,,153,2013a&a...559a.134h,1.394054,0.924355,0.799856,0.719538,0.719537567587062
770,477,198.0,15.0,7.04203,951.0,Gaspra,,153,2013a&a...559a.134h,1.415043,0.882527,0.785757,0.722818,0.722818694845913
771,477,20.0,23.0,7.04203,951.0,Gaspra,,153,2013a&a...559a.134h,1.39517,0.87964,0.795195,0.736982,0.7369816502184294
772,478,259.0,-66.0,4.633633,243.0,Ida,,153,2013a&a...559a.134h,1.514028,0.863199,0.746961,0.67935,0.6793502667600221
773,478,74.0,-61.0,4.633632,243.0,Ida,,153,2013a&a...559a.134h,1.531085,0.87159,0.728532,0.655847,0.6558463800146802
774,479,63.0,-40.0,20.5726,550.0,Senta,,153,2013a&a...559a.134h,1.191046,0.952198,0.876536,0.828239,0.8282388131520855
775,479,258.0,-58.0,20.5727,550.0,Senta,,153,2013a&a...559a.134h,1.211994,0.911121,0.889221,0.854824,0.8548240003430657
776,480,234.0,50.0,8.82652,936.0,Kunigunde,,153,2013a&a...559a.134h,1.195153,0.977688,0.858018,0.797757,0.7977568830364742
777,480,47.0,57.0,8.82653,936.0,Kunigunde,,153,2013a&a...559a.134h,1.244389,1.013504,0.781834,0.699852,0.6998521222173548
778,481,4.0,48.0,23.4543,1805.0,Dirikis,,153,2013a&a...559a.134h,1.350467,0.937463,0.815352,0.736749,0.7367493577975335
779,481,188.0,61.0,23.4543,1805.0,Dirikis,,153,2013a&a...559a.134h,1.344308,0.934166,0.805195,0.730453,0.7304530572690556
780,482,194.0,57.0,15.7375,446.0,Aeternitas,,155,2012mpbu...39..173l,1.229788,0.965922,0.837934,0.77443,0.7744305701309842
781,482,356.0,52.0,15.7374,446.0,Aeternitas,,155,2012mpbu...39..173l,1.274492,0.898083,0.866781,0.822622,0.8226224843124467
783,483,208.0,-7.0,6.081434,65.0,Cybele,,156,2015mpbu...42..204f,1.080948,1.067293,0.835561,0.777933,0.7779339104225383
784,484,224.0,-68.0,2.82868,2455.0,Somville,,157,2015mpbu...42..198f,1.104818,0.964527,0.930269,0.903246,0.9032465774641179
785,484,39.0,-48.0,2.828681,2455.0,Somville,,157,2015mpbu...42..198f,1.107962,0.974638,0.91617,0.883454,0.8834535689110588
787,485,212.0,46.0,28.9659,495.0,Eulalia,,159,2016a&a...585a..56v,1.487218,1.098018,0.616663,0.488128,0.48812831193410866
788,485,38.0,35.0,28.9659,495.0,Eulalia,,159,2016a&a...585a..56v,1.373751,1.027511,0.690846,0.587619,0.5876196341274927
793,488,193.0,52.0,10.85287,2358.0,Bahner,,161,2016a&a...586a.108h,1.649825,1.043179,0.583785,0.456734,0.4567338698848419
794,488,0.0,57.0,10.85281,2358.0,Bahner,,161,2016a&a...586a.108h,1.40656,0.982358,0.712585,0.615998,0.6159988115982882
795,489,207.0,-51.0,4.67911,1459.0,Magnya,,161,2016a&a...586a.108h,1.360713,0.935727,0.7941,0.716118,0.716118029974547
796,489,72.0,-59.0,4.67911,1459.0,Magnya,,161,2016a&a...586a.108h,1.448607,0.865424,0.805641,0.743535,0.7435346676159362
797,490,112.0,2.0,8.98059,104.0,Klymene,,161,2016a&a...586a.108h,1.117124,0.989916,0.902922,0.860188,0.8601878294542875
798,490,292.0,-4.0,8.98059,104.0,Klymene,,161,2016a&a...586a.108h,1.112713,0.983281,0.907598,0.869346,0.869346200323153
799,491,109.0,-49.0,6.12464,2659.0,Millis,,161,2016a&a...586a.108h,1.302212,0.896056,0.853446,0.803915,0.8039144671379863
800,491,288.0,-48.0,6.12464,2659.0,Millis,,161,2016a&a...586a.108h,1.316899,0.893704,0.844418,0.793035,0.7930344834905966
801,492,2.0,-71.0,3.640739,1368.0,Numidia,,161,2016a&a...586a.108h,1.263582,0.947,0.840706,0.776547,0.7765463290171463
802,492,201.0,-62.0,3.640739,1368.0,Numidia,,161,2016a&a...586a.108h,1.231798,0.921927,0.872013,0.826889,0.8268889423818411
803,493,106.0,60.0,5.727552,4265.0,Kani,,161,2016a&a...586a.108h,1.650451,0.939175,0.65274,0.545253,0.5452530700516609
804,493,310.0,54.0,5.727546,4265.0,Kani,,161,2016a&a...586a.108h,1.527374,0.894362,0.752819,0.667311,0.6673115497853425
805,494,303.0,40.0,12.72013,758.0,Mancunia,,161,2016a&a...586a.108h,1.134713,0.924223,0.911098,0.894366,0.8943657147865361
